smiles,-logKd/Ki
[NH3+]CC(=O)N1CCCC1C(=O)[O-],1.31
CNC(=O)C1CC(O)CN1C(C)=O,2.0
[NH3+]C(CO)C(=O)N1CCCC1C(=O)[O-],2.23
CCC(C)C(C=O)NC(=O)C1CCCN1C(=O)C(CC(N)=O)NC(C)=O,3.05
CCC(C)C(C=O)NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])C(C)C,3.12
CC(CS)C(=O)N1CCCC1C(=O)[O-],3.4
CC(=O)N1CCCC1C(=O)[O-],3.49
CCC(C)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCCCNC(C)=O)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(C)[NH3+])C(C)O)C(C)CC)C(=O)[O-],3.53
CCC(C)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(C)[NH3+])C(C)O)C(C)CC)C(=O)[O-],3.56
CSCCC([NH3+])C(=O)NC(CC(=O)[O-])C(=O)N1CCCC1C=O,3.6
CC(=O)NCCCCC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(C)[NH3+])C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C)C(N)=O,3.6
CCC(C)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C([NH3+])CO)C(C)C)C(C)O)C(C)CC)C(=O)[O-],3.72
CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)[NH3+])C(C)C)C(=O)[O-],3.92
CCC(C)C(NC(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)C(C)[NH3+])C(C)O)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC(CC(=O)[O-])C(=O)[O-])C(C)C,3.92
CC(C)CC(NC(=O)C([NH3+])CCC(N)=O)C(=O)NC(C)C(=O)NC(C(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[N+](C)(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(C(=O)NCC(=O)[O-])C(C)O)C(C)O,3.96
CC(CS)C(=O)N1CCCC1C(=O)[O-],4.15
CCC(C)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(C)O)C(C)CC)C(=O)[O-],4.17
CCC(C)C(NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C([NH3+])CC(C)C)C(=O)NCC(=O)NC(CCCNC(N)=[NH2+])C(=O)[O-],4.21
CC(C)CC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(CCC(N)=O)C(=O)NC(CCCC[NH3+])C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCNC(N)=[NH2+])C(=O)O)C(C)C,4.36
CC(CS)C(=O)N1CCCC1C(=O)[O-],4.41
CSCCC(NC(=O)C([NH3+])C(C)C)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)[O-],4.52
CSCCC(NC(=O)C1CCCN1C(=O)C([NH3+])C(C)O)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(N)=O)C(=O)NC(CCCC[NH3+])C(=O)O)C(C)C,4.57
CC(CS)C(=O)N1CCCC1C(=O)[O-],4.7
CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)[NH3+])C(C)C)C(=O)[O-],4.7
CC(=O)N1CCCC1C(=O)[O-],4.73
CC(C)CC(NC(=O)C(NC(=O)C(NC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(NC(=O)C(CC(C)C)NC(=O)C([NH3+])CCCC[NH3+])C(C)O)C(C)C)C(C)O)C(=O)[O-],4.77
CSCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(CC(C)C)NC(=O)C([NH3+])CC(N)=O)C(C)C)C(=O)NC(C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)[O-])C(C)C)C(C)O)C(C)C,4.77
CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C([NH3+])CO)C(C)C)C(=O)[O-],4.92
CC(O)C([NH3+])C(=O)NC(CS)C(=O)N1CCCC1C(N)=O.CSCCC(NC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CS)NC(=O)C([NH3+])C(C)O)C(=O)NC(CS)C(=O)NC(C(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)[O-])C(C)O,4.94
CCC(C)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C([NH3+])C(C)O)C(=O)NC(C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(C)C)C(=O)[O-])C(C)O,5.0
CC([NH3+])C(=O)NC(C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(=O)[O-])C(=O)NC(C(=O)NC(C)C(=O)NC(C(=O)NC(CO)C(=O)N1CCCC1C(=O)[O-])C(C)O)C(C)C)C(C)O,5.0
CSCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C([NH3+])CCC(N)=O)C(C)C)C(=O)NC(CC(=O)[O-])C(=O)NC(CC(C)C)C(=O)[O-],5.01
CCC(C)C(NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C([NH3+])CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)[O-],5.02
CC(NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCC[NH3+])NC(=O)C([NH3+])CO)C(=O)[O-],5.02
CCCOCC(NC(=O)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(C)=O)C(C)C)C(C)O)C(C)C)C(=O)NC(C(=O)NC(C)C(N)=O)C(C)O,5.1
CCC(C)C(NC(=O)C(CCCC[NH3+])NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(CC(C)C)NC(=O)C([NH3+])CCC(=O)[O-])C(C)C)C(=O)[O-],5.19
[NH3+]CCCCC([NH3+])C(=O)N1CCCC1C(=O)NC(CCCC[NH3+])C(=O)[O-],5.28
CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)[NH3+])C(C)C)C(=O)[O-],5.28
CC(NC(=O)C(CO)NC(=O)C([NH3+])CCCC[NH3+])C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)[O-])C(C)C)C(C)C)C(C)O)C(C)O)C(C)C,5.3
CC(C)CC(NC(=O)C1CCCN1C(=O)C([NH3+])CCCC[NH3+])C(N)=O,5.38
CCC(C)C([NH3+])C(=O)N1CCCC1C(O)[NH2+]C(C(=O)[O-])C(C)CC,5.42
C[NH2+]CCCCNC(=O)N1CCC(NS(=O)(=O)[O-])C1CO,5.46
CCC(C)C([NH2+]C(O)C1CCCN1C(=O)C([NH3+])C(C)(C)C)C(=O)[O-],5.5
CC(NC(=O)C(CCCC[NH3+])NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(CO)NC(=O)C[NH3+])C(=O)[O-],5.69
CC(C)C([NH3+])C(=O)N1CCCC1,5.7
CC(C)CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O,5.7
CC([NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(C(=O)NC(CCCC[NH+](C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH+](C)C)C(=O)NC(CO)C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)[O-])C(C)O)C(C)O)C(C)O,5.72
CCC(C)C(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(CCSC)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(NC(=O)C(CO)NC(=O)C([NH3+])CC(C)C)C(C)CC)C(C)O)C(C)CC)C(=O)[O-],5.77
CCCCC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O,5.96
CCC(C)C(NC(=O)CNC(=O)C([NH3+])CCC(N)=O)C(=O)NC(C(=O)NC(CCCC[NH3+])C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(=O)O)C(C)CC)C(C)O,5.96
CCCCC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O,5.96
CCC(C)C(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C([NH3+])CC(=O)[O-])C(C)CC)C(=O)NC(C(=O)NC(CCCC[NH3+])C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(=O)O)C(C)CC)C(C)O,6.05
CCC(C)C([NH3+])C(=O)NC(CCC(=O)[O-])C(=O)N1CCCC1C(=O)NC(C=O)CC(=O)[O-],6.26
CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)[NH3+])C(C)C)C(=O)[O-],6.3
CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)[NH3+])C(C)C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NC(CCC(=O)[O-])C(=O)[O-],6.37
CCC(C)C(NC(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C([NH3+])CCC(=O)[O-])C(C)CC)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)[O-])C(=O)NC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])C(C)O)C(C)O)C(C)CC)C(C)CC,6.4
CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C,6.4
CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O,6.57
CC(=O)NC(C(=O)NC(CC(=O)[O-])C(=O)NC(C(=O)N1CCC(OC(C)C)C1C(=O)NC(C=O)CC(=O)[O-])C(C)C)C(C)C,6.61
CC([NH3+])C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(B(O)O)C(C)C,6.7
CCC(C)C(NC(C)=O)C(=O)NC(CCC(=O)[O-])C(=O)N1CCCC1C(=O)NC(CO)CC(=O)[O-],6.77
CCC(C)C(NC(=O)C(CCCC[NH3+])NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)C(CO)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(CS)NC(=O)C[NH3+])C(=O)NC(CC(C)C)C(=O)NC(C(=O)[O-])C(C)O,6.8
CC(C)CC(NC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)N1CCCC1C(=O)[O-],6.82
CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C,6.85
NC(=[NH2+])NCCCC(NC(=O)C[NH3+])C(=O)NCC(=O)NC(CC(=O)[O-])C(=O)NC(CO)C(=O)N1CCCC1C(=O)[O-],6.94
CCC(C)C(NC(C)=O)C(=O)NC(CCC(=O)[O-])C(=O)N1CCCC1C(=O)NC(CO)CC(=O)[O-],7.1
CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O,7.17
CC(C)CC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O,7.18
CCCNC(=O)C(O)CC(=O)NC(C(=O)N1CCCC1C(=O)[O-])C(C)CC,7.19
CCCCC(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O,7.3
CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C,7.32
CCC(C)C(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(C)[NH3+])B(O)O,7.4
C=C(C[Se-])C(=O)N1CCCC1C(=O)[O-],7.44
CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C,7.49
CCC(C)C(NC(=O)C(CC(=O)[O-])NC(=O)C1CCCN1C(=O)C(CCCC[NH3+])NC(=O)C(CO)NC(=O)C([NH3+])CO)C(=O)NC(C(=O)NCC(=O)[O-])C(C)C,7.519999999999999
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)[O-])NC(=O)C[NH3+])C(=O)NCC(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(=O)[O-])C(=O)[O-])C(C)C)C(C)O,7.599999999999999
CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1C(=O)[O-])C(C)C,7.7
CCC(C)C(NC(=O)CNC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)[O-])NC(=O)C[NH3+])C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(=O)[O-])C(=O)[O-])C(C)C,7.889999999999999
CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C([NH3+])CCCC[NH3+])C(C)C)C(=O)[O-],7.92
CC(CS)C(=O)N1CCCC1C(=O)[O-],7.96
CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C,8.0
CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C,8.0
CC([NH3+])C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(B(O)O)C(C)C,8.189999999999998
COC(=O)CCC(=O)NC(C)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(B(O)O)C(C)C,8.189999999999998
CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C,8.349999999999998
CC([NH3+])C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(B(O)O)C(C)C,8.89
CC(CS)C(=O)N1CCCC1C(=O)[O-],8.96
